Alphagram,Probability,Bag Draw Combo
NOOTTUU,54019,15120
OORRSST,54020,15120
OORSSTT,54021,15120
OORTTUU,54022,15120
EEEEHTT,54023,14850
EEEEMRR,54024,14850
EEEEPRR,54025,14850
EEEEPTT,54026,14850
EEEERRV,54027,14850
EEEETTW,54028,14850
EEEETTY,54029,14850
EERRTTX,54030,14850
BDEEKOO,54031,14784
BEEFOOW,54032,14784
BEEHOOP,54033,14784
CDEEKOO,54034,14784
CEEHMOO,54035,14784
CEEHOOP,54036,14784
CEEMOOV,54037,14784
CEEMOOW,54038,14784
CEEMOOY,54039,14784
CEEOOSZ,54040,14784
DEEKOOY,54041,14784
EEHKOOS,54042,14784
EEHOOPV,54043,14784
EEJMOOS,54044,14784
EEKMOOS,54045,14784
EEKOOPS,54046,14784
EEKOOSY,54047,14784
EEMOOSX,54048,14784
EEOOPSX,54049,14784
AAGGINN,54050,14580
AAGGIRR,54051,14580
AAGGITT,54052,14580
ABBEIRR,54053,14580
ABBEITT,54054,14580
ABCGINN,54055,14580
ABDDIRR,54056,14580
ABGIMNN,54057,14580
ABGINNV,54058,14580
ABGINNY,54059,14580
ABIKNNR,54060,14580
ABIKNRR,54061,14580
ABILLRR,54062,14580
ABINNRX,54063,14580
ABINNRZ,54064,14580
ABIRRSS,54065,14580
ABISSTT,54066,14580
ACCEINN,54067,14580
ACCEIRR,54068,14580
ACDDINN,54069,14580
ACDDITT,54070,14580
ACFGINN,54071,14580
ACFGITT,54072,14580
ACGHINN,54073,14580
ACGHIRR,54074,14580
ACGHITT,54075,14580
ACGIMNN,54076,14580
ACGIMRR,54077,14580
ACGINNP,54078,14580
ACGINNV,54079,14580
ACGINNY,54080,14580
ACGIRRY,54081,14580
ACIJNRR,54082,14580
ACIKNNR,54083,14580
ACIKNRR,54084,14580
ACILLTT,54085,14580
ACINNSS,54086,14580
ACINTTX,54087,14580
ACIRRTX,54088,14580
ACIRRUU,54089,14580
ACIRTTX,54090,14580
ADDIMTT,54091,14580
ADDINNW,54092,14580
ADDIRRY,54093,14580
ADGGIRR,54094,14580
ADGIKNN,54095,14580
ADGIKRR,54096,14580
AEFFIRR,54097,14580
AEHHIRR,54098,14580
AEIMMNN,54099,14580
AEIMMTT,54100,14580
AEIPPRR,54101,14580
AEIPPTT,54102,14580
AEIRRWW,54103,14580
AEITTTT,54104,14580
AEITTVV,54105,14580
AFGHITT,54106,14580
AFGIMNN,54107,14580
AFIKNNR,54108,14580
AFINNSS,54109,14580
AFINRRZ,54110,14580
AGGINNS,54111,14580
AGGIRRU,54112,14580
AGGISTT,54113,14580
AGGNNRT,54114,14580
AGHINNP,54115,14580
AGHINNV,54116,14580
AGHINNW,54117,14580
AGHINNY,54118,14580
AGHIPRR,54119,14580
AGHIRRY,54120,14580
AGHITTW,54121,14580
AGIIKNN,54122,14580
AGIINNX,54123,14580
AGIJLNN,54124,14580
AGIJNNS,54125,14580
AGIJNNU,54126,14580
AGIJRRS,54127,14580
AGIMRRY,54128,14580
AGINNPY,54129,14580
AGINNQU,54130,14580
AGINNUX,54131,14580
AGINNUZ,54132,14580
AGINNVY,54133,14580
AGIPRRY,54134,14580
AGIQTTU,54135,14580
AGIRRSZ,54136,14580
AGKNNRT,54137,14580
AGNNRSS,54138,14580
AGNNTUU,54139,14580
AGNSSTT,54140,14580
AGNTTUU,54141,14580
AGRRSST,54142,14580
AGRTTUU,54143,14580
AHIKNNT,54144,14580
AHINNSS,54145,14580
AIKMNNR,54146,14580
AIKNNPR,54147,14580
AIKNNTW,54148,14580
AIKNPRR,54149,14580
AILLMRR,54150,14580
AILLMTT,54151,14580
AILLNNV,54152,14580
AILLRRY,54153,14580
AIMRRSS,54154,14580
AINNSSV,54155,14580
AINNSSW,54156,14580
AINNSSY,54157,14580
AINQTTY,54158,14580
AIPRRSS,54159,14580
AIPRRUU,54160,14580
AIPTTUU,54161,14580
AIRRSSY,54162,14580
AISSTTV,54163,14580
AISSTTW,54164,14580
GGINNRT,54165,14580
GGINRTT,54166,14580
GIKNNRT,54167,14580
GILLNTT,54168,14580
GINNRSS,54169,14580
GINNSST,54170,14580
GINNTUU,54171,14580
GINSSTT,54172,14580
GIRRSST,54173,14580
BNNOTTU,54174,14400
CNNOSTT,54175,14400
CORRSTT,54176,14400
ENNNTTU,54177,14400
ERRRTTU,54178,14400
ERRSTTT,54179,14400
ERRTTTU,54180,14400
FORRTTU,54181,14400
HNNOTTU,54182,14400
HORRSTT,54183,14400
HORRTTU,54184,14400
LRRSTTU,54185,14400
MNNOSTT,54186,14400
MNNOTTU,54187,14400
ORRSTTW,54188,14400
CDLOOSU,54189,14336
DFLOOSU,54190,14336
DHLOOSU,54191,14336
DLMOOSU,54192,14336
DLOOOSU,54193,14336
DLOOPSU,54194,14336
DLOOSUY,54195,14336
AABBEER,54196,14256
AABBEET,54197,14256
AABEEGG,54198,14256
AABEEGK,54199,14256
AACCEEN,54200,14256
AACCEET,54201,14256
AAEEKSS,54202,14256
AAEEMMT,54203,14256
AAEEPPR,54204,14256
AAEERWW,54205,14256
AAEERYY,54206,14256
ABBDEEN,54207,14256
ABBDEER,54208,14256
ABBDEET,54209,14256
ABBEELN,54210,14256
ABBEELR,54211,14256
ABBEELT,54212,14256
ABBEERS,54213,14256
ABBEERU,54214,14256
ABBEETU,54215,14256
ABCDDEE,54216,14256
ABCEEJT,54217,14256
ABCEEKR,54218,14256
ABCEELL,54219,14256
ABCEENZ,54220,14256
ABCEERX,54221,14256
ABDDEEM,54222,14256
ABDDEEP,54223,14256
ABDDEEY,54224,14256
ABDEEGG,54225,14256
ABEEFLL,54226,14256
ABEEGGL,54227,14256
ABEEGMY,54228,14256
ABEEHLL,54229,14256
ABEEHQT,54230,14256
ABEEHRZ,54231,14256
ABEEHSS,54232,14256
ABEEJMN,54233,14256
ABEEJMR,54234,14256
ABEEKMN,54235,14256
ABEEKMR,54236,14256
ABEEKMT,54237,14256
ABEEKRV,54238,14256
ABEEKRW,54239,14256
ABEELLM,54240,14256
ABEELLP,54241,14256
ABEELLV,54242,14256
ABEELLW,54243,14256
ABEEMRZ,54244,14256
ABEEPSS,54245,14256
ABEESSV,54246,14256
ACCDEET,54247,14256
ACCEEGO,54248,14256
ACCEELR,54249,14256
ACCEELT,54250,14256
ACCEENS,54251,14256
ACCEERS,54252,14256
ACCEERU,54253,14256
ACCEEST,54254,14256
ACDDEEH,54255,14256
ACDDEEM,54256,14256
ACDDEEP,54257,14256
ACDDEEV,54258,14256
ACDDEEW,54259,14256
ACEEFKR,54260,14256
ACEEFSS,54261,14256
ACEEGKL,54262,14256
ACEEGKS,54263,14256
ACEEHKN,54264,14256
ACEEHKT,54265,14256
ACEEHNX,54266,14256
ACEEHSS,54267,14256
ACEEKMR,54268,14256
ACEEKMT,54269,14256
ACEEKNW,54270,14256
ACEEKPR,54271,14256
ACEEKPT,54272,14256
ACEEKRW,54273,14256
ACEELLM,54274,14256
ACEELLP,54275,14256
ACEELLV,54276,14256
ACEEMRZ,54277,14256
ACEEPRX,54278,14256
ACEEPTX,54279,14256
ACEESSV,54280,14256
ACEETVX,54281,14256
ADDDEET,54282,14256
ADDEEFH,54283,14256
ADDEEFP,54284,14256
ADDEEFY,54285,14256
ADDEEHP,54286,14256
ADDEEHW,54287,14256
ADDEEHY,54288,14256
ADDEELZ,54289,14256
ADDEEMP,54290,14256
ADDEEPV,54291,14256
ADEEFFR,54292,14256
ADEEFFT,54293,14256
ADEEGGW,54294,14256
ADEEHHR,54295,14256
ADEEHHT,54296,14256
ADEEJKT,54297,14256
ADEELLQ,54298,14256
ADEEMMR,54299,14256
ADEEMMT,54300,14256
ADEENPP,54301,14256
ADEEPPT,54302,14256
ADEERWW,54303,14256
ADEERYY,54304,14256
ADEETWW,54305,14256
AEEFFLR,54306,14256
AEEFFLT,54307,14256
AEEFFTU,54308,14256
AEEFHLL,54309,14256
AEEFKMN,54310,14256
AEEFKMR,54311,14256
AEEFKMT,54312,14256
AEEFKPR,54313,14256
AEEFKRW,54314,14256
AEEFKRY,54315,14256
AEEFLLM,54316,14256
AEEFLLV,54317,14256
AEEFLLW,54318,14256
AEEFMSS,54319,14256
AEEGGHS,54320,14256
AEEGGOZ,54321,14256
AEEGGPS,54322,14256
AEEGGPU,54323,14256
AEEGHMP,54324,14256
AEEGKLM,54325,14256
AEEGLMX,54326,14256
AEEGLPX,54327,14256
AEEGMMO,54328,14256
AEEGOVV,54329,14256
AEEGPQU,54330,14256
AEEGPVW,54331,14256
AEEHHLN,54332,14256
AEEHHNS,54333,14256
AEEHHRS,54334,14256
AEEHHRU,54335,14256
AEEHKMN,54336,14256
AEEHKPR,54337,14256
AEEHLLP,54338,14256
AEEHLLW,54339,14256
AEEHMNX,54340,14256
AEEHMSS,54341,14256
AEEHMTX,54342,14256
AEEHPTZ,54343,14256
AEEHSSW,54344,14256
AEEHSSY,54345,14256
AEEJKNS,54346,14256
AEEJMNP,54347,14256
AEEKLLS,54348,14256
AEEKLLU,54349,14256
AEEKLSS,54350,14256
AEEKMPT,54351,14256
AEEKMRV,54352,14256
AEEKMRY,54353,14256
AEEKMTY,54354,14256
AEEKNPW,54355,14256
AEEKQRS,54356,14256
AEEKQRU,54357,14256
AEEKRVW,54358,14256
AEELLLR,54359,14256
AEELLLT,54360,14256
AEELLPY,54361,14256
AEELLQU,54362,14256
AEELLSZ,54363,14256
AEELLVY,54364,14256
AEELMMN,54365,14256
AEELMMR,54366,14256
AEELMMT,54367,14256
AEELNPP,54368,14256
AEELPPR,54369,14256
AEELPPT,54370,14256
AEELTVV,54371,14256
AEEMMNS,54372,14256
AEEMMRS,54373,14256
AEEMMRU,54374,14256
AEEMMST,54375,14256
AEEMMTU,54376,14256
AEEMPRX,54377,14256
AEEMPSS,54378,14256
AEEMSSW,54379,14256
AEENPPS,54380,14256
AEENSSS,54381,14256
AEEPPRU,54382,14256
AEEPPST,54383,14256
AEEPTVX,54384,14256
AEEQRUZ,54385,14256
AEEQSUU,54386,14256
AEERSSS,54387,14256
AEERSVV,54388,14256
AEERSWW,54389,14256
AEERSYY,54390,14256
AEESSST,54391,14256
AEESSVW,54392,14256
AEESTWW,54393,14256
BBDEEIT,54394,14256
BBEEIIR,54395,14256
BBEEILR,54396,14256
BBEEILT,54397,14256
BBEEINS,54398,14256
BBEEIST,54399,14256
BCEEIKN,54400,14256
BCEEIKR,54401,14256
BCEEISS,54402,14256
BDDEEFI,54403,14256
BDDEEGN,54404,14256
BDDEEGR,54405,14256
BDDEEGT,54406,14256
BDDEEIM,54407,14256
BDDEEIW,54408,14256
BDEEGGI,54409,14256
BEEFILL,54410,14256
BEEFIRZ,54411,14256
BEEFISS,54412,14256
BEEGGNR,54413,14256
BEEGIIX,54414,14256
BEEGILX,54415,14256
BEEGLLR,54416,14256
BEEGNRZ,54417,14256
BEEHIKR,54418,14256
BEEHIRZ,54419,14256
BEEHISS,54420,14256
BEEIKNY,54421,14256
BEEIMSS,54422,14256
BEEIPSS,54423,14256
BEEIRYZ,54424,14256
BEEISSV,54425,14256
BEEISSW,54426,14256
CCDEEIN,54427,14256
CCEEIIT,54428,14256
CCEEILR,54429,14256
CCEEILT,54430,14256
CCEEINU,54431,14256
CCEEIST,54432,14256
CCEEITU,54433,14256
CCEENRT,54434,14256
CDDEEHI,54435,14256
CDDEEIM,54436,14256
CDDEEIP,54437,14256
CDDEEIV,54438,14256
CDEEGIZ,54439,14256
CEEFIKR,54440,14256
CEEFILL,54441,14256
CEEFISS,54442,14256
CEEGHIP,54443,14256
CEEGIKL,54444,14256
CEEGISZ,54445,14256
CEEGJNT,54446,14256
CEEGKNR,54447,14256
CEEGLLR,54448,14256
CEEGRSS,54449,14256
CEEHIKN,54450,14256
CEEHIKR,54451,14256
CEEHILL,54452,14256
CEEHINX,54453,14256
CEEHINZ,54454,14256
CEEHIQR,54455,14256
CEEHITZ,54456,14256
CEEIJRV,54457,14256
CEEIJTV,54458,14256
CEEIKMR,54459,14256
CEEIKNP,54460,14256
CEEIKNV,54461,14256
CEEIKNW,54462,14256
CEEIKPT,54463,14256
CEEIKRW,54464,14256
CEEIKRY,54465,14256
CEEILLP,54466,14256
CEEILLV,54467,14256
CEEILLY,54468,14256
CEEIMRZ,54469,14256
CEEIMSS,54470,14256
CEEINPX,54471,14256
CEEINXY,54472,14256
CEEIPRX,54473,14256
CEEIRVX,54474,14256
CEEISSV,54475,14256
DDDEEIT,54476,14256
DDEEFGN,54477,14256
DDEEFGT,54478,14256
DDEEFIM,54479,14256
DDEEGHN,54480,14256
DDEEGHR,54481,14256
DDEEGMR,54482,14256
DDEEGRV,54483,14256
DDEEIKL,54484,14256
DDEEIMW,54485,14256
DDEEIPV,54486,14256
DDEEKNR,54487,14256
DDEENSS,54488,14256
DDEENTX,54489,14256
DDEERTX,54490,14256
DEEFFIR,54491,14256
DEEFFIT,54492,14256
DEEFGIX,54493,14256
DEEGGHI,54494,14256
DEEGGIP,54495,14256
DEEGGIW,54496,14256
DEEHHIR,54497,14256
DEEHHIT,54498,14256
DEEIJKN,54499,14256
DEEIJKR,54500,14256
DEEIKSS,54501,14256
DEEILLX,54502,14256
DEEIMMN,54503,14256
DEEIMMR,54504,14256
DEEINPP,54505,14256
DEEIPPR,54506,14256
DEEIQUU,54507,14256
DEEIRWW,54508,14256
DEEISSX,54509,14256
DEEISSZ,54510,14256
EEFFINS,54511,14256
EEFFIST,54512,14256
EEFFNRT,54513,14256
EEFGLLT,54514,14256
EEFGNRZ,54515,14256
EEFGRSS,54516,14256
EEFHIKR,54517,14256
EEFHILL,54518,14256
EEFHISS,54519,14256
EEFIKMN,54520,14256
EEFIKNP,54521,14256
EEFIKRW,54522,14256
EEFILLM,54523,14256
EEFILLW,54524,14256
EEFILLY,54525,14256
EEFIMNZ,54526,14256
EEFIMSS,54527,14256
EEFIMTX,54528,14256
EEFIPRX,54529,14256
EEFISSW,54530,14256
EEFISSY,54531,14256
EEGGILY,54532,14256
EEGGMNR,54533,14256
EEGHIMW,54534,14256
EEGHIPW,54535,14256
EEGHKNT,54536,14256
EEGHNSS,54537,14256
EEGHRSS,54538,14256
EEGHSST,54539,14256
EEGIJLW,54540,14256
EEGIJLY,54541,14256
EEGIKPS,54542,14256
EEGIOVV,54543,14256
EEGIPQU,54544,14256
EEGIPVW,54545,14256
EEGKNRY,54546,14256
EEGLLNV,54547,14256
EEGLLPR,54548,14256
EEGMNSS,54549,14256
EEGMNTZ,54550,14256
EEGMSST,54551,14256
EEGNPRX,54552,14256
EEGNSSW,54553,14256
EEGNSSY,54554,14256
EEGNTWZ,54555,14256
EEGNTYZ,54556,14256
EEGPRSS,54557,14256
EEGPSST,54558,14256
EEGRSSW,54559,14256
EEGSSTV,54560,14256
EEHHILT,54561,14256
EEHHIRS,54562,14256
EEHHIST,54563,14256
EEHIJMN,54564,14256
EEHIJMR,54565,14256
EEHIKNW,54566,14256
EEHIKRW,54567,14256
EEHILLM,54568,14256
EEHILLP,54569,14256
EEHILLV,54570,14256
EEHIMNX,54571,14256
EEHIMSS,54572,14256
EEHINPX,54573,14256
EEHINPZ,54574,14256
EEHINWZ,54575,14256
EEHIPSS,54576,14256
EEHIPTZ,54577,14256
EEHIPUU,54578,14256
EEHIRWZ,54579,14256
EEHISSV,54580,14256
EEHISSW,54581,14256
EEHISSY,54582,14256
EEIIKLL,54583,14256
EEIIMMN,54584,14256
EEIIMMT,54585,14256
EEIINPP,54586,14256
EEIINVV,54587,14256
EEIIPPR,54588,14256
EEIISSX,54589,14256
EEIISSZ,54590,14256
EEIJKST,54591,14256
EEIJKTU,54592,14256
EEIJLSS,54593,14256
EEIKLLU,54594,14256
EEIKMPT,54595,14256
EEIKRSZ,54596,14256
EEILLLR,54597,14256
EEILLMP,54598,14256
EEILLPY,54599,14256
EEILLVW,54600,14256
EEILLVY,54601,14256
EEILLWY,54602,14256
EEILMMN,54603,14256
EEILNPP,54604,14256
EEILNVV,54605,14256
EEILPPR,54606,14256
EEILRVV,54607,14256
EEIMMRU,54608,14256
EEIMNPZ,54609,14256
EEIMPRX,54610,14256
EEIMPSS,54611,14256
EEIMSSV,54612,14256
EEIMSSW,54613,14256
EEIMSSY,54614,14256
EEINQUZ,54615,14256
EEINSWW,54616,14256
EEIPPRS,54617,14256
EEIPPRU,54618,14256
EEIPPTU,54619,14256
EEIPSSV,54620,14256
EEIPSSW,54621,14256
EEIPSSY,54622,14256
EEIPTVX,54623,14256
EEIQRUZ,54624,14256
EEIQSSU,54625,14256
EEIQTUZ,54626,14256
EEIRSWW,54627,14256
EEISSST,54628,14256
EEISSUX,54629,14256
EEISSUZ,54630,14256
EEISSVW,54631,14256
EEISTVV,54632,14256
EEISTWW,54633,14256
EEISTXZ,54634,14256
EEJKNRT,54635,14256
EEKLLNR,54636,14256
EELLNSS,54637,14256
EELLRTX,54638,14256
EELLSST,54639,14256
EENQSST,54640,14256
EENRSSX,54641,14256
EENRSSZ,54642,14256
EENSSTX,54643,14256
EEQRSST,54644,14256
EERSSUU,54645,14256
EESSTUU,54646,14256
BCEEESU,54647,14080
BDEEEHS,54648,14080
BDEEEHU,54649,14080
BDEEELM,54650,14080
BDEEELW,54651,14080
BDEEELY,54652,14080
BDEEEMS,54653,14080
BDEEESW,54654,14080
BDEEEUW,54655,14080
BEEEHOY,54656,14080
BEEELMS,54657,14080
BEEELPS,54658,14080
BEEELSV,54659,14080
BEEELSW,54660,14080
BEEELSY,54661,14080
BEEELUW,54662,14080
BEEEMSU,54663,14080
CDEEEFS,54664,14080
CDEEELY,54665,14080
CDEEEMS,54666,14080
CDEEEPS,54667,14080
CDEEESV,54668,14080
CDEEESW,54669,14080
CEEELPS,54670,14080
CEEELSY,54671,14080
CEEEMSU,54672,14080
CEEESUV,54673,14080
DEEEFHL,54674,14080
DEEEFHS,54675,14080
DEEEFLP,54676,14080
DEEEFSW,54677,14080
DEEEHLM,54678,14080
DEEEHLP,54679,14080
DEEEHMS,54680,14080
DEEEHSW,54681,14080
DEEEHSY,54682,14080
DEEEJSU,54683,14080
DEEEKLU,54684,14080
DEEEKOP,54685,14080
DEEEKOV,54686,14080
DEEEKOW,54687,14080
DEEELPV,54688,14080
DEEELPW,54689,14080
DEEELPY,54690,14080
DEEELSX,54691,14080
DEEELUX,54692,14080
DEEELVW,54693,14080
DEEEMPS,54694,14080
DEEEQSU,54695,14080
DEEESUZ,54696,14080
DEEESVW,54697,14080
DEEESWY,54698,14080
EEEFHLS,54699,14080
EEEHKLO,54700,14080
EEEHLSW,54701,14080
EEEHLSY,54702,14080
EEEHOPW,54703,14080
EEEKOSV,54704,14080
EEELMPS,54705,14080
EEELMSY,54706,14080
EEELPSW,54707,14080
EEELPSY,54708,14080
EEELQSU,54709,14080
EEELSVY,54710,14080
EEEMOPY,54711,14080
EEEOPSX,54712,14080
AABBELO,54713,13824
AABBEOS,54714,13824
AABCDLN,54715,13824
AABCDLR,54716,13824
AABCDNS,54717,13824
AABCDRS,54718,13824
AABCDST,54719,13824
AABCEFL,54720,13824
AABCEFS,54721,13824
AABCEHL,54722,13824
AABCEHS,54723,13824
AABCELM,54724,13824
AABCELW,54725,13824
AABCELY,54726,13824
AABCEPS,54727,13824
AABCLNS,54728,13824
AABCLNU,54729,13824
AABCLRS,54730,13824
AABCLRU,54731,13824
AABCLST,54732,13824
AABCMOT,54733,13824
AABCNSU,54734,13824
AABCRSU,54735,13824
AABCSTU,54736,13824
AABDEHM,54737,13824
AABDEJL,54738,13824
AABDEKS,54739,13824
AABDEUX,54740,13824
AABDEVW,54741,13824
AABDEWY,54742,13824
AABDFLN,54743,13824
AABDFRS,54744,13824
AABDGOV,54745,13824
AABDHLN,54746,13824
AABDHLR,54747,13824
AABDHNS,54748,13824
AABDHST,54749,13824
AABDLLO,54750,13824
AABDLMN,54751,13824
AABDLMR,54752,13824
AABDLNP,54753,13824
AABDLNY,54754,13824
AABDLPR,54755,13824
AABDLPT,54756,13824
AABDLRY,54757,13824
AABDMNS,54758,13824
AABDMNU,54759,13824
AABDMRS,54760,13824
AABDMRU,54761,13824
AABDNPS,54762,13824
AABDNSY,54763,13824
AABDRSV,54764,13824
AABDRSW,54765,13824
AABDSTY,54766,13824
AABEFHL,54767,13824
AABEFLM,54768,13824
AABEFMU,54769,13824
AABEFSY,54770,13824
AABEHLM,54771,13824
AABEHLP,54772,13824
AABEHLV,54773,13824
AABEHLW,54774,13824
AABEHMS,54775,13824
AABEHPS,54776,13824
AABEHSV,54777,13824
AABEHSW,54778,13824
AABEJLS,54779,13824
AABEJSU,54780,13824
AABEKLS,54781,13824
AABELMP,54782,13824
AABELMY,54783,13824
AABELPW,54784,13824
AABELSX,54785,13824
AABELUX,54786,13824
AABELVW,54787,13824
AABELWY,54788,13824
AABEPSW,54789,13824
AABEPSY,54790,13824
AABEQSU,54791,13824
AABESWY,54792,13824
AABFLNS,54793,13824
AABFLST,54794,13824
AABFLTU,54795,13824
AABGLOW,54796,13824
AABGMOS,54797,13824
AABHLTU,54798,13824
AABHRSU,54799,13824
AABJLNO,54800,13824
AABKLNO,54801,13824
AABKNOU,54802,13824
AABKORS,54803,13824
AABKOTU,54804,13824
AABLMNS,54805,13824
AABLMNU,54806,13824
AABLMTU,54807,13824
AABLNPS,54808,13824
AABLOSS,54809,13824
AABLPRS,54810,13824
AABLPST,54811,13824
AABLRSW,54812,13824
AABLRSY,54813,13824
AABLRUY,54814,13824
AABLSTW,54815,13824
AABLSTY,54816,13824
AABLTUY,54817,13824
AABMNOW,54818,13824
AABMOTW,54819,13824
AABMRSU,54820,13824
AABMSTU,54821,13824
AABNOSZ,54822,13824
AABORWY,54823,13824
AABOSSU,54824,13824
AABRSUV,54825,13824
AACCDEO,54826,13824
AACDEFH,54827,13824
AACDEHP,54828,13824
AACDEHY,54829,13824
AACDEKS,54830,13824
AACDEQU,54831,13824
AACDESZ,54832,13824
AACDFLN,54833,13824
AACDFLR,54834,13824
AACDFLT,54835,13824
AACDHLN,54836,13824
AACDHLR,54837,13824
AACDHLT,54838,13824
AACDHNS,54839,13824
AACDLMN,54840,13824
AACDLMT,54841,13824
AACDLNP,54842,13824
AACDLNV,54843,13824
AACDLPT,54844,13824
AACDLRY,54845,13824
AACDLTV,54846,13824
AACDLTY,54847,13824
AACDMRS,54848,13824
AACDMRU,54849,13824
AACDNSV,54850,13824
AACDNSW,54851,13824
AACDOSS,54852,13824
AACDPRS,54853,13824
AACDRSV,54854,13824
AACDRSW,54855,13824
AACDRSY,54856,13824
AACDTUV,54857,13824
AACDTUY,54858,13824
AACEFHL,54859,13824
AACEFLM,54860,13824
AACEFLP,54861,13824
AACEFMS,54862,13824
AACEHMS,54863,13824
AACEJLU,54864,13824
AACEKLS,54865,13824
AACELMP,54866,13824
AACELPV,54867,13824
AACELPY,54868,13824
AACELWY,54869,13824
AACEMPS,54870,13824
AACEPSW,54871,13824
AACEPSY,54872,13824
AACEQSU,54873,13824
AACESWY,54874,13824
AACEUWY,54875,13824
AACFLRS,54876,13824
AACFLST,54877,13824
AACFOPR,54878,13824
AACFRSU,54879,13824
AACGHLO,54880,13824
AACGHOU,54881,13824
AACGLMO,54882,13824
AACGMOU,54883,13824
AACHLNU,54884,13824
AACHLRS,54885,13824
AACHLRU,54886,13824
AACHLTU,54887,13824
AACHMNO,54888,13824
AACHMOR,54889,13824
AACHMOT,54890,13824
AACHNOW,54891,13824
AACHOPR,54892,13824
AACHOPT,54893,13824
AACHRSU,54894,13824
AACHSTU,54895,13824
AACJORU,54896,13824
AACKLNO,54897,13824
AACKOST,54898,13824
AACLLOS,54899,13824
AACLLOU,54900,13824
AACLMNS,54901,13824
AACLMRS,54902,13824
AACLMTU,54903,13824
AACLNPS,54904,13824
AACLNSV,54905,13824
AACLNSY,54906,13824
AACLNUV,54907,13824
AACLNUY,54908,13824
AACLOSS,54909,13824
AACLOUU,54910,13824
AACLPRU,54911,13824
AACLPST,54912,13824
AACLPTU,54913,13824
AACLRSV,54914,13824
AACLRSY,54915,13824
AACLRUV,54916,13824
AACLRUY,54917,13824
AACLSTW,54918,13824
AACLSTY,54919,13824
AACLTUY,54920,13824
AACMNSU,54921,13824
AACMRSU,54922,13824
AACNOSZ,54923,13824
AACNPSU,54924,13824
AACOPRY,54925,13824
AACOPTV,54926,13824
AACOPTY,54927,13824
AACORSZ,54928,13824
AACORWY,54929,13824
AACOSTZ,54930,13824
AACOSUU,54931,13824
AACPRSU,54932,13824
AACPSTU,54933,13824
AACRSUV,54934,13824
AACSTUV,54935,13824
AACSTUW,54936,13824
AACSTUY,54937,13824
AADEFHW,54938,13824
AADEFSZ,54939,13824
AADEFWY,54940,13824
AADEHHO,54941,13824
AADEHJS,54942,13824
AADEHKL,54943,13824
AADEHMP,54944,13824
AADEHSX,54945,13824
AADEJMS,54946,13824
AADEKLW,54947,13824
AADEKLY,54948,13824
AADEKSW,54949,13824
AADEKUW,54950,13824
AADELMZ,54951,13824
AADELYZ,54952,13824
AADEMPY,54953,13824
AADEMUZ,54954,13824
AADEQUY,54955,13824
AADESWZ,54956,13824
AADFGLS,54957,13824
AADFGSU,54958,13824
AADFHLN,54959,13824
AADFHLT,54960,13824
AADFHNS,54961,13824
AADFHST,54962,13824
AADFLMN,54963,13824
AADFLMR,54964,13824
AADFLRW,54965,13824
AADFLRY,54966,13824
AADFMRS,54967,13824
AADFOTX,54968,13824
AADFRSY,54969,13824
AADGHLS,54970,13824
AADGLMS,54971,13824
AADGLSV,54972,13824
AADGLSW,54973,13824
AADGLSY,54974,13824
AADGMOP,54975,13824
AADHKOT,54976,13824
AADHLLO,54977,13824
AADHLNP,54978,13824
AADHLNW,54979,13824
AADHLNY,54980,13824
AADHLRV,54981,13824
AADHMNS,54982,13824
AADHMNU,54983,13824
AADHMST,54984,13824
AADHNPS,54985,13824
AADHRSW,54986,13824
AADHRSY,54987,13824
AADHRUY,54988,13824
AADHSTY,54989,13824
AADKLRU,54990,13824
AADKLTU,54991,13824
AADKORW,54992,13824
AADKORY,54993,13824
AADLLOY,54994,13824
AADLMNP,54995,13824
AADLMNY,54996,13824
AADLMPT,54997,13824
AADLNPY,54998,13824
AADLNSZ,54999,13824
AADLPRW,55000,13824
AADLPRY,55001,13824
AADLPTY,55002,13824
AADMNPS,55003,13824
AADMNSW,55004,13824
AADMNUV,55005,13824
AADMORX,55006,13824
AADMPST,55007,13824
AADMRSW,55008,13824
AADMRSY,55009,13824
AADNQSU,55010,13824
AADNSWY,55011,13824
AADORXY,55012,13824
AADQRSU,55013,13824
AADQSTU,55014,13824
AADRSVY,55015,13824
AADRSWY,55016,13824
AADRUVY,55017,13824
AAEFHLP,55018,13824
AAEFLMP,55019,13824
AAEFQSU,55020,13824
AAEFSWY,55021,13824
AAEHKLS,55022,13824
AAEHLMP,55023,13824
AAEHLMW,55024,13824
AAEHLMY,55025,13824
AAEHLPV,55026,13824
AAEHLSX,55027,13824
AAEHMSY,55028,13824
AAEHPSY,55029,13824
AAEHPUV,55030,13824
AAEHSWY,55031,13824
AAEJMSU,55032,13824
AAEKLPS,55033,13824
AAEKPSU,55034,13824
AAELMMO,55035,13824
AAELMPV,55036,13824
AAELMPY,55037,13824
AAELPSX,55038,13824
AAELPUX,55039,13824
AAELPWY,55040,13824
AAELSYZ,55041,13824
AAELVWY,55042,13824
AAEMMOS,55043,13824
AAEMOPX,55044,13824
AAEMOPZ,55045,13824
AAEMPSY,55046,13824
AAEOPPS,55047,13824
AAEPSWY,55048,13824
AAEQSUY,55049,13824
AAFHLST,55050,13824
AAFHRSU,55051,13824
AAFJORS,55052,13824
AAFLMST,55053,13824
AAFLNUY,55054,13824
AAFLOTX,55055,13824
AAFLPRS,55056,13824
AAFLPST,55057,13824
